id,name,score,url,address
533005,北京和园景逸大酒店,4.6,/hotel/533005.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_24,顺义区后沙峪镇边河路57号院二区，京承高速出京方向火沙路出口，新国展天北路。 （ 顺义温泉休闲区首都机场、新国展地区）
429206,北京瑜舍,4.6,/hotel/429206.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_25,朝阳区三里屯路11号院1号楼，近地铁团结湖站。 （ 东直门、工体、雍和宫地区燕莎、三里屯商业区）
457205,北京东升凯莱酒店,4.6,/hotel/457205.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_1,海淀区西小口路66号中关村东升科技园C-6。 （ 上地产业园、西三旗）
895549,北京龙城温德姆酒店(原龙城丽宫国际酒店),4.6,/hotel/895549.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_2,昌平区昌平路317号，近北清路。 （ 小汤山温泉度假区上地产业园、西三旗）
5293705,北京龙熙维景国际会议中心,4.6,/hotel/5293705.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_3,大兴区隆华大街55号院7号楼，近庞各庄出口。 （ 大兴农业生态观光区）
427006,北京海航大厦万豪酒店,4.6,/hotel/427006.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_4,朝阳区霄云路甲26号，近鹏润大厦。 （ 燕莎、三里屯商业区）
374773,北京雅诗阁服务公寓,4.6,/hotel/374773.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_5,朝阳区建国路乙108号，近招商局。 （ 国贸地区）
431639,北京饭店,4.5,/hotel/431639.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_6,东城区东长安街33号，近王府井大街。 （ 天安门、王府井地区）
426840,北京紫檀万豪行政公寓,4.6,/hotel/426840.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_7,朝阳区建国路23号，近中国紫檀博物馆。 （ 国贸地区）
374783,北京唐拉雅秀酒店,4.5,/hotel/374783.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_8,西城区西长安街复兴门外大街19号，近长安商场。 （ 西单、金融街地区）
440888,北京西苑饭店,4.5,/hotel/440888.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_9,海淀区三里河路1号，近北京首都体育馆和北京动物园。 （ 西直门及北京展览馆地区）
427870,北京国际饭店,4.5,/hotel/427870.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_10,东城区建国门内大街9号，北京火车站正对面。 （ 北京站、建国门地区）
436911,北京颐和安缦酒店,4.6,/hotel/436911.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_11,海淀区颐和园宫门前街1号，近颐和园路。 （ 中关村、五道口香山、八大处风景区）
19453785,北京望京凯悦酒店,4.6,/hotel/19453785.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_12,朝阳区广顺南大街8号院2号楼（利星行中心），近利星行中心、步行10分钟可达望京SOHO。 （ 望京、酒仙桥、798地区）
434120,北京辽宁大厦,4.5,/hotel/434120.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_13,海淀区北四环西路甲2号，近北四环西路。 （ 中关村、五道口）
375096,北京北辰五洲皇冠国际酒店,4.5,/hotel/375096.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_14,朝阳区北四环中路8号，亚运村北京国际会议中心东侧。 （ 亚运村、奥体中心地区）
431632,北京国宾酒店,4.5,/hotel/431632.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_15,西城区阜成门外大街甲9号，近阜外心血管病医院。 （ 西直门及北京展览馆地区）
375098,北京中航泊悦酒店,4.5,/hotel/375098.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_16,朝阳区霄云路36号，京信大厦附近。 （ 燕莎、三里屯商业区）
21132087,北京乐多港万豪酒店,4.6,/hotel/21132087.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_17,昌平区城南街道南口路29号。 （ 十三陵水库、居庸关长城风景区小汤山温泉度假区）
430004,北京富力万达嘉华酒店,4.5,/hotel/430004.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_18,石景山区石景山路甲18号1号楼，近石景山路。 （ 公主坟、五棵松、石景山游乐园地区）
452197,北京丽景湾国际酒店,4.5,/hotel/452197.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_19,朝阳区东四环十里堡北里28号，近朝阳北路农民日报社往南。 （ 国贸地区燕莎、三里屯商业区）
1085773,北京东方美爵酒店,4.5,/hotel/1085773.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_20,东城区交道口东大街101号，近安内大街。 （ 东直门、工体、雍和宫地区）
419993,北京华侨大厦,4.5,/hotel/419993.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_21,东城区王府井大街2号，近世都百货。 （ 天安门、王府井地区）
918302,北京钓鱼台大酒店,4.6,/hotel/918302.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_22,海淀区三里河路49号，近月坛南街。 （ 公主坟、五棵松、石景山游乐园地区西单、金融街地区）
429111,北京名人国际大酒店,4.5,/hotel/429111.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_23,朝阳区安立路99号，北辰购物中心西北侧。 （ 亚运村、奥体中心地区）
427874,北京好苑建国酒店,4.5,/hotel/427874.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_24,东城区建国门内大街17号，近长安街北侧华夏银行。 （ 北京站、建国门地区）
347312,北京燕莎中心凯宾斯基饭店,4.5,/hotel/347312.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_25,朝阳区亮马桥路50号，近燕莎友谊商城三元桥东北方向。 （ 燕莎、三里屯商业区）
430601,北京海淀永泰福朋喜来登酒店,4.5,/hotel/430601.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_1,海淀区远大路25号1座，近世纪金源购物中心。 （ 中关村、五道口）
1373748,北京万世名流酒店,4.5,/hotel/1373748.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_2,朝阳区北苑东路顾家庄桥北300米北苑中街，北苑东路以西。 （ 亚运村、奥体中心地区）
482816,北京昆泰酒店,4.5,/hotel/482816.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_3,朝阳区望京启阳路2号，临近地铁15号线，望京东站，B东北口出，大约500米，步行约5分钟。 （ 望京、酒仙桥、798地区）
396425,北京亚洲大酒店,4.5,/hotel/396425.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_4,东城区工体北路新中西街8号，近工人体育馆。 （ 东直门、工体、雍和宫地区）
430008,北京兴基铂尔曼饭店,4.5,/hotel/430008.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_5,大兴区经济技术开发区荣华南路12号，近京东总部。 （ 亦庄地区）
436066,北京瑞麟湾温泉度假酒店,4.5,/hotel/436066.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_6,顺义区南彩镇顺平辅路39号，近南彩汽车总站。 （ 顺义温泉休闲区）
374775,北京璞邸酒店,4.5,/hotel/374775.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_7,东城区建国门南大街7号，近北京古观象台。 （ 北京站、建国门地区天安门、王府井地区）
468844,北京大成路九号,4.5,/hotel/468844.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_8,丰台区郑常庄大成路九号，近北京301医院及302医院。 （ 公主坟、五棵松、石景山游乐园地区总部基地、丰台体育中心、南宫地区）
1049363,北京龙湾国际露营公园,4.5,/hotel/1049363.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_9,延庆区旧县镇东龙湾村南200米，百里画廊龙庆峡、木质别墅房车、烧烤聊天逗狗，素有“北京后花园”美誉。 （ 延庆休闲度假区）
454991,北京锦江富园大酒店,4.5,/hotel/454991.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_10,大兴区经济技术开发区荣华中路11号，近天华南街。 （ 亦庄地区）
